GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,NAME_E,AL5ME001,AL5ME002,AL5ME003,AMEME001,NAME_M,AL5MM001,AL5MM002,AL5MM003,AMEMM001
"G1200890","2015-2019","FL",,,"Florida","12","Nassau County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12089",,"Nassau County, Florida",83098,79529,3569,0.4433,"Nassau County, Florida",0,499,499,0.0146
"G1200910","2015-2019","FL",,,"Florida","12","Okaloosa County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12091",,"Okaloosa County, Florida",203794,189867,13927,0.4328,"Okaloosa County, Florida",0,761,761,0.0083
"G1200930","2015-2019","FL",,,"Florida","12","Okeechobee County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12093",,"Okeechobee County, Florida",41144,36199,4945,0.4556,"Okeechobee County, Florida",0,455,455,0.0288
"G1200950","2015-2019","FL",,,"Florida","12","Orange County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12095",,"Orange County, Florida",1349746,1057831,291915,0.4848,"Orange County, Florida",0,6616,6616,0.0059
"G1200970","2015-2019","FL",,,"Florida","12","Osceola County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12097",,"Osceola County, Florida",351955,278229,73726,0.4258,"Osceola County, Florida",0,3144,3144,0.0115
"G1200990","2015-2019","FL",,,"Florida","12","Palm Beach County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12099",,"Palm Beach County, Florida",1465027,1093134,371893,0.5219,"Palm Beach County, Florida",0,5384,5384,0.0037
"G1201010","2015-2019","FL",,,"Florida","12","Pasco County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12101",,"Pasco County, Florida",524602,472128,52474,0.4517,"Pasco County, Florida",0,1900,1900,0.0053
"G1201030","2015-2019","FL",,,"Florida","12","Pinellas County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12103",,"Pinellas County, Florida",964666,847748,116918,0.4851,"Pinellas County, Florida",0,3142,3142,0.0050
"G1201050","2015-2019","FL",,,"Florida","12","Polk County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12105",,"Polk County, Florida",686218,617417,68801,0.4452,"Polk County, Florida",0,2768,2768,0.0059
"G1201070","2015-2019","FL",,,"Florida","12","Putnam County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12107",,"Putnam County, Florida",73252,70398,2854,0.4584,"Putnam County, Florida",0,375,375,0.0167
"G1201090","2015-2019","FL",,,"Florida","12","St. Johns County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12109",,"St. Johns County, Florida",244674,226966,17708,0.4667,"St. Johns County, Florida",0,1211,1211,0.0082
"G1201110","2015-2019","FL",,,"Florida","12","St. Lucie County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12111",,"St. Lucie County, Florida",312947,260523,52424,0.4416,"St. Lucie County, Florida",0,3007,3007,0.0106
"G1201130","2015-2019","FL",,,"Florida","12","Santa Rosa County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12113",,"Santa Rosa County, Florida",174755,166131,8624,0.4196,"Santa Rosa County, Florida",0,821,821,0.0123
"G1201150","2015-2019","FL",,,"Florida","12","Sarasota County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12115",,"Sarasota County, Florida",419496,367609,51887,0.4809,"Sarasota County, Florida",0,2260,2260,0.0066
"G1201170","2015-2019","FL",,,"Florida","12","Seminole County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12117",,"Seminole County, Florida",461402,396410,64992,0.4568,"Seminole County, Florida",0,2392,2392,0.0068
"G1201190","2015-2019","FL",,,"Florida","12","Sumter County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12119",,"Sumter County, Florida",125044,118376,6668,0.4354,"Sumter County, Florida",0,838,838,0.0148
"G1201210","2015-2019","FL",,,"Florida","12","Suwannee County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12121",,"Suwannee County, Florida",44046,41875,2171,0.4590,"Suwannee County, Florida",0,394,394,0.0509
"G1201230","2015-2019","FL",,,"Florida","12","Taylor County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12123",,"Taylor County, Florida",21870,21160,710,0.4115,"Taylor County, Florida",0,220,220,0.0220
"G1201250","2015-2019","FL",,,"Florida","12","Union County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12125",,"Union County, Florida",15303,14872,431,0.4873,"Union County, Florida",0,93,93,0.0816
"G1201270","2015-2019","FL",,,"Florida","12","Volusia County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12127",,"Volusia County, Florida",536487,496296,40191,0.4594,"Volusia County, Florida",0,1766,1766,0.0069
"G1201290","2015-2019","FL",,,"Florida","12","Wakulla County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12129",,"Wakulla County, Florida",32321,31528,793,0.4175,"Wakulla County, Florida",0,174,174,0.0310
"G1201310","2015-2019","FL",,,"Florida","12","Walton County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12131",,"Walton County, Florida",68262,64134,4128,0.4830,"Walton County, Florida",0,522,522,0.0181
"G1201330","2015-2019","FL",,,"Florida","12","Washington County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12133",,"Washington County, Florida",24764,23983,781,0.4277,"Washington County, Florida",0,157,157,0.0185
"G1300010","2015-2019","GA",,,"Georgia","13","Appling County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13001",,"Appling County, Georgia",18440,17526,914,0.4586,"Appling County, Georgia",0,249,249,0.0262
"G1300030","2015-2019","GA",,,"Georgia","13","Atkinson County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13003",,"Atkinson County, Georgia",8239,7205,1034,0.4735,"Atkinson County, Georgia",0,133,133,0.0434
"G1300050","2015-2019","GA",,,"Georgia","13","Bacon County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13005",,"Bacon County, Georgia",11201,10833,368,0.4620,"Bacon County, Georgia",0,168,168,0.0378
"G1300070","2015-2019","GA",,,"Georgia","13","Baker County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13007",,"Baker County, Georgia",3132,2974,158,0.4874,"Baker County, Georgia",0,98,98,0.0408
"G1300090","2015-2019","GA",,,"Georgia","13","Baldwin County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13009",,"Baldwin County, Georgia",45111,43907,1204,0.4639,"Baldwin County, Georgia",0,252,252,0.0239
"G1300110","2015-2019","GA",,,"Georgia","13","Banks County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13011",,"Banks County, Georgia",18708,17850,858,0.4162,"Banks County, Georgia",0,160,160,0.0177
"G1300130","2015-2019","GA",,,"Georgia","13","Barrow County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13013",,"Barrow County, Georgia",78991,72884,6107,0.3931,"Barrow County, Georgia",0,615,615,0.0114
"G1300150","2015-2019","GA",,,"Georgia","13","Bartow County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13015",,"Bartow County, Georgia",104919,99295,5624,0.4388,"Bartow County, Georgia",0,524,524,0.0163
"G1300170","2015-2019","GA",,,"Georgia","13","Ben Hill County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13017",,"Ben Hill County, Georgia",17033,16491,542,0.4845,"Ben Hill County, Georgia",0,177,177,0.0323
"G1300190","2015-2019","GA",,,"Georgia","13","Berrien County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13019",,"Berrien County, Georgia",19152,18577,575,0.4356,"Berrien County, Georgia",0,128,128,0.0231
"G1300210","2015-2019","GA",,,"Georgia","13","Bibb County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13021",,"Bibb County, Georgia",153200,148104,5096,0.5200,"Bibb County, Georgia",0,469,469,0.0139
"G1300230","2015-2019","GA",,,"Georgia","13","Bleckley County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13023",,"Bleckley County, Georgia",12807,12562,245,0.4415,"Bleckley County, Georgia",0,122,122,0.0265
"G1300250","2015-2019","GA",,,"Georgia","13","Brantley County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13025",,"Brantley County, Georgia",18756,18445,311,0.4322,"Brantley County, Georgia",0,108,108,0.0210
"G1300270","2015-2019","GA",,,"Georgia","13","Brooks County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13027",,"Brooks County, Georgia",15590,15245,345,0.5482,"Brooks County, Georgia",0,188,188,0.0467
"G1300290","2015-2019","GA",,,"Georgia","13","Bryan County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13029",,"Bryan County, Georgia",37063,35446,1617,0.4280,"Bryan County, Georgia",0,312,312,0.0226
"G1300310","2015-2019","GA",,,"Georgia","13","Bulloch County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13031",,"Bulloch County, Georgia",76120,73676,2444,0.4689,"Bulloch County, Georgia",0,370,370,0.0186
"G1300330","2015-2019","GA",,,"Georgia","13","Burke County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13033",,"Burke County, Georgia",22520,21985,535,0.4470,"Burke County, Georgia",0,105,105,0.0247
"G1300350","2015-2019","GA",,,"Georgia","13","Butts County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13035",,"Butts County, Georgia",24090,23339,751,0.5216,"Butts County, Georgia",0,237,237,0.0743
"G1300370","2015-2019","GA",,,"Georgia","13","Calhoun County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13037",,"Calhoun County, Georgia",6365,6081,284,0.4748,"Calhoun County, Georgia",0,54,54,0.0347
"G1300390","2015-2019","GA",,,"Georgia","13","Camden County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13039",,"Camden County, Georgia",53231,50827,2404,0.4535,"Camden County, Georgia",0,484,484,0.0405
"G1300430","2015-2019","GA",,,"Georgia","13","Candler County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13043",,"Candler County, Georgia",10812,10253,559,0.5252,"Candler County, Georgia",0,98,98,0.0606
"G1300450","2015-2019","GA",,,"Georgia","13","Carroll County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13045",,"Carroll County, Georgia",117183,112464,4719,0.4280,"Carroll County, Georgia",0,546,546,0.0123
"G1300470","2015-2019","GA",,,"Georgia","13","Catoosa County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13047",,"Catoosa County, Georgia",66700,65179,1521,0.4179,"Catoosa County, Georgia",0,337,337,0.0180
"G1300490","2015-2019","GA",,,"Georgia","13","Charlton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13049",,"Charlton County, Georgia",13040,11849,1191,0.4222,"Charlton County, Georgia",0,273,273,0.0246
"G1300510","2015-2019","GA",,,"Georgia","13","Chatham County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13051",,"Chatham County, Georgia",288496,270177,18319,0.4869,"Chatham County, Georgia",0,1185,1185,0.0115
"G1300530","2015-2019","GA",,,"Georgia","13","Chattahoochee County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13053",,"Chattahoochee County, Georgia",10560,10082,478,0.4658,"Chattahoochee County, Georgia",0,131,131,0.0766
"G1300550","2015-2019","GA",,,"Georgia","13","Chattooga County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13055",,"Chattooga County, Georgia",24812,24104,708,0.4476,"Chattooga County, Georgia",0,88,88,0.0301
"G1300570","2015-2019","GA",,,"Georgia","13","Cherokee County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13057",,"Cherokee County, Georgia",247515,225666,21849,0.4078,"Cherokee County, Georgia",0,1464,1464,0.0092
"G1300590","2015-2019","GA",,,"Georgia","13","Clarke County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13059",,"Clarke County, Georgia",126176,113528,12648,0.5220,"Clarke County, Georgia",0,824,824,0.0105
"G1300610","2015-2019","GA",,,"Georgia","13","Clay County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13061",,"Clay County, Georgia",2951,2878,73,0.4824,"Clay County, Georgia",0,62,62,0.0375
"G1300630","2015-2019","GA",,,"Georgia","13","Clayton County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13063",,"Clayton County, Georgia",283538,245274,38264,0.4147,"Clayton County, Georgia",0,1427,1427,0.0100
"G1300650","2015-2019","GA",,,"Georgia","13","Clinch County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13065",,"Clinch County, Georgia",6686,6474,212,0.5192,"Clinch County, Georgia",0,134,134,0.0396
"G1300670","2015-2019","GA",,,"Georgia","13","Cobb County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13067",,"Cobb County, Georgia",751218,633414,117804,0.4501,"Cobb County, Georgia",0,2811,2811,0.0050
"G1300690","2015-2019","GA",,,"Georgia","13","Coffee County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13069",,"Coffee County, Georgia",43021,40170,2851,0.4783,"Coffee County, Georgia",0,402,402,0.0248
"G1300710","2015-2019","GA",,,"Georgia","13","Colquitt County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13071",,"Colquitt County, Georgia",45486,40975,4511,0.4841,"Colquitt County, Georgia",0,464,464,0.0203
"G1300730","2015-2019","GA",,,"Georgia","13","Columbia County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13073",,"Columbia County, Georgia",150705,140076,10629,0.4004,"Columbia County, Georgia",0,872,872,0.0132
"G1300750","2015-2019","GA",,,"Georgia","13","Cook County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13075",,"Cook County, Georgia",17177,16745,432,0.4604,"Cook County, Georgia",0,86,86,0.0273
"G1300770","2015-2019","GA",,,"Georgia","13","Coweta County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13077",,"Coweta County, Georgia",143260,135152,8108,0.4190,"Coweta County, Georgia",0,654,654,0.0120
"G1300790","2015-2019","GA",,,"Georgia","13","Crawford County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13079",,"Crawford County, Georgia",12325,12208,117,0.4662,"Crawford County, Georgia",0,72,72,0.0363
"G1300810","2015-2019","GA",,,"Georgia","13","Crisp County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13081",,"Crisp County, Georgia",22713,22210,503,0.5545,"Crisp County, Georgia",0,147,147,0.0494
"G1300830","2015-2019","GA",,,"Georgia","13","Dade County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13083",,"Dade County, Georgia",16197,15858,339,0.4437,"Dade County, Georgia",0,154,154,0.0282
"G1300850","2015-2019","GA",,,"Georgia","13","Dawson County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13085",,"Dawson County, Georgia",24536,23616,920,0.4338,"Dawson County, Georgia",0,252,252,0.0229
"G1300870","2015-2019","GA",,,"Georgia","13","Decatur County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13087",,"Decatur County, Georgia",26682,25962,720,0.4790,"Decatur County, Georgia",0,129,129,0.0223
"G1300890","2015-2019","GA",,,"Georgia","13","DeKalb County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13089",,"DeKalb County, Georgia",749323,629409,119914,0.4894,"DeKalb County, Georgia",0,3041,3041,0.0051
"G1300910","2015-2019","GA",,,"Georgia","13","Dodge County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13091",,"Dodge County, Georgia",20829,20490,339,0.4690,"Dodge County, Georgia",0,105,105,0.0266
"G1300930","2015-2019","GA",,,"Georgia","13","Dooly County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13093",,"Dooly County, Georgia",13736,13176,560,0.4815,"Dooly County, Georgia",0,110,110,0.0426
"G1300950","2015-2019","GA",,,"Georgia","13","Dougherty County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13095",,"Dougherty County, Georgia",89703,87849,1854,0.4933,"Dougherty County, Georgia",0,213,213,0.0114
"G1300970","2015-2019","GA",,,"Georgia","13","Douglas County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13097",,"Douglas County, Georgia",143316,130616,12700,0.4100,"Douglas County, Georgia",0,946,946,0.0137
"G1300990","2015-2019","GA",,,"Georgia","13","Early County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13099",,"Early County, Georgia",10312,10179,133,0.4996,"Early County, Georgia",0,119,119,0.0330
"G1301010","2015-2019","GA",,,"Georgia","13","Echols County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13101",,"Echols County, Georgia",3981,3738,243,0.5002,"Echols County, Georgia",0,159,159,0.0603
"G1301030","2015-2019","GA",,,"Georgia","13","Effingham County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13103",,"Effingham County, Georgia",60477,58546,1931,0.4409,"Effingham County, Georgia",0,380,380,0.0587
"G1301050","2015-2019","GA",,,"Georgia","13","Elbert County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13105",,"Elbert County, Georgia",19166,18670,496,0.4702,"Elbert County, Georgia",0,162,162,0.0339
"G1301070","2015-2019","GA",,,"Georgia","13","Emanuel County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13107",,"Emanuel County, Georgia",22533,21977,556,0.4610,"Emanuel County, Georgia",0,131,131,0.0237
"G1301090","2015-2019","GA",,,"Georgia","13","Evans County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13109",,"Evans County, Georgia",10687,10192,495,0.4574,"Evans County, Georgia",0,143,143,0.0267
"G1301110","2015-2019","GA",,,"Georgia","13","Fannin County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13111",,"Fannin County, Georgia",25395,25010,385,0.4539,"Fannin County, Georgia",0,94,94,0.0280
"G1301130","2015-2019","GA",,,"Georgia","13","Fayette County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13113",,"Fayette County, Georgia",112303,100881,11422,0.4369,"Fayette County, Georgia",0,899,899,0.0137
"G1301150","2015-2019","GA",,,"Georgia","13","Floyd County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13115",,"Floyd County, Georgia",97369,90519,6850,0.4750,"Floyd County, Georgia",0,607,607,0.0181
"G1301170","2015-2019","GA",,,"Georgia","13","Forsyth County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13117",,"Forsyth County, Georgia",228383,188417,39966,0.4017,"Forsyth County, Georgia",0,1264,1264,0.0087
"G1301190","2015-2019","GA",,,"Georgia","13","Franklin County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13119",,"Franklin County, Georgia",22766,21973,793,0.4911,"Franklin County, Georgia",0,120,120,0.0302
"G1301210","2015-2019","GA",,,"Georgia","13","Fulton County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13121",,"Fulton County, Georgia",1036200,900669,135531,0.5414,"Fulton County, Georgia",0,3062,3062,0.0049
"G1301230","2015-2019","GA",,,"Georgia","13","Gilmer County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13123",,"Gilmer County, Georgia",30414,28291,2123,0.4561,"Gilmer County, Georgia",0,307,307,0.0269
"G1301250","2015-2019","GA",,,"Georgia","13","Glascock County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13125",,"Glascock County, Georgia",2996,2992,4,0.4538,"Glascock County, Georgia",0,7,7,0.0479
"G1301270","2015-2019","GA",,,"Georgia","13","Glynn County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13127",,"Glynn County, Georgia",84470,80184,4286,0.5123,"Glynn County, Georgia",0,478,478,0.0231
"G1301290","2015-2019","GA",,,"Georgia","13","Gordon County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13129",,"Gordon County, Georgia",57202,52363,4839,0.4646,"Gordon County, Georgia",0,454,454,0.0266
"G1301310","2015-2019","GA",,,"Georgia","13","Grady County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13131",,"Grady County, Georgia",24828,23542,1286,0.4599,"Grady County, Georgia",0,183,183,0.0258
"G1301330","2015-2019","GA",,,"Georgia","13","Greene County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13133",,"Greene County, Georgia",17349,16580,769,0.5604,"Greene County, Georgia",0,187,187,0.0283
"G1301350","2015-2019","GA",,,"Georgia","13","Gwinnett County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13135",,"Gwinnett County, Georgia",915046,679157,235889,0.4267,"Gwinnett County, Georgia",0,4126,4126,0.0055
"G1301370","2015-2019","GA",,,"Georgia","13","Habersham County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13137",,"Habersham County, Georgia",44626,40591,4035,0.4348,"Habersham County, Georgia",0,412,412,0.0182
"G1301390","2015-2019","GA",,,"Georgia","13","Hall County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13139",,"Hall County, Georgia",198667,166264,32403,0.4596,"Hall County, Georgia",0,1045,1045,0.0116
"G1301410","2015-2019","GA",,,"Georgia","13","Hancock County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13141",,"Hancock County, Georgia",8515,8366,149,0.4697,"Hancock County, Georgia",0,77,77,0.0509
"G1301430","2015-2019","GA",,,"Georgia","13","Haralson County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13143",,"Haralson County, Georgia",29227,28991,236,0.4394,"Haralson County, Georgia",0,118,118,0.0256
"G1301450","2015-2019","GA",,,"Georgia","13","Harris County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13145",,"Harris County, Georgia",34105,33348,757,0.4436,"Harris County, Georgia",0,211,211,0.0306
"G1301470","2015-2019","GA",,,"Georgia","13","Hart County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13147",,"Hart County, Georgia",25773,25283,490,0.4498,"Hart County, Georgia",0,131,131,0.0235
"G1301490","2015-2019","GA",,,"Georgia","13","Heard County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13149",,"Heard County, Georgia",11736,11525,211,0.4038,"Heard County, Georgia",0,106,106,0.0238
"G1301510","2015-2019","GA",,,"Georgia","13","Henry County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13151",,"Henry County, Georgia",225356,207471,17885,0.3919,"Henry County, Georgia",0,1496,1496,0.0097
"G1301530","2015-2019","GA",,,"Georgia","13","Houston County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13153",,"Houston County, Georgia",153507,144669,8838,0.4327,"Houston County, Georgia",0,1041,1041,0.0129
"G1301550","2015-2019","GA",,,"Georgia","13","Irwin County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13155",,"Irwin County, Georgia",9320,9212,108,0.4814,"Irwin County, Georgia",0,75,75,0.0402
"G1301570","2015-2019","GA",,,"Georgia","13","Jackson County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13157",,"Jackson County, Georgia",67885,64267,3618,0.4291,"Jackson County, Georgia",0,415,415,0.0189
"G1301590","2015-2019","GA",,,"Georgia","13","Jasper County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13159",,"Jasper County, Georgia",13916,13581,335,0.4159,"Jasper County, Georgia",0,93,93,0.0241
